0010ff	Cisco
00110a	HP
001111	Intel
001112	Honeywell
001120	Cisco
001121	Cisco
001124	Apple
00112f	ASUS
001132	Synology
001143	Dell
001150	Belkin
00115c	Cisco
00115d	Cisco
001175	Intel
001185	HP
001192	Cisco
001193	Cisco
001195	D-Link
0011bb	Cisco
0011bc	Cisco
0011d8	ASUS
001200	Cisco
001201	Cisco
001217	Cisco
001237	Texas Instruments
00123f	Dell
001243	Cisco
001244	Cisco
001247	Samsung
00124b	Texas Instruments
00125a	Microsoft
001267	Panasonic
001279	HP
00127f	Cisco
001280	Cisco
0012d1	Texas Instruments
0012d2	Texas Instruments
0012d9	Cisco
0012da	Cisco
0012ee	Sony
0012f0	Intel
0012fb	Samsung
0012fe	Lenovo
001302	Intel
001310	Cisco
001315	Sony
001319	Cisco
00131a	Cisco
001320	Intel
001321	HP
001346	D-Link
001349	Zyxel
00135f	Cisco
001360	Cisco
001372	Dell
001377	Samsung
00137f	Cisco
001380	Cisco
0013a9	Sony
0013c3	Cisco
0013c4	Cisco
0013ce	Intel
0013d4	ASUS
0013e0	Murata
0013e8	Intel
00141b	Cisco
00141c	Cisco
001422	Dell
001438	HP
001451	Apple
001469	Cisco
00146a	Cisco
00146c	Netgear
001478	TP-Link
001492	Liteon
0014a8	Cisco
0014a9	Cisco
0014bf	Cisco
0014c2	HP
0014f1	Cisco
0014f2	Cisco
001500	Intel
00150c	AVM
001517	Intel
00152b	Cisco
00152c	Cisco
00155d	Microsoft
001560	HP
001562	Cisco
001563	Cisco
00156d	Ubiquiti
001599	Samsung
0015af	AzureWave
0015b9	Samsung
0015c1	Sony
0015c5	Dell
0015c6	Cisco
0015c7	Cisco
0015e9	D-Link
0015f2	ASUS
0015f9	Cisco
0015fa	Cisco
001620	Sony
001632	Samsung
001635	HP
001644	Liteon
001646	Cisco
001647	Cisco
001656	Nintendo
00166b	Samsung
00166c	Samsung
00166f	Intel
001676	Intel
00169c	Cisco
00169d	Cisco
0016b6	Cisco
0016b8	Sony
0016c7	Cisco
0016c8	Cisco
0016cb	Apple
0016db	Samsung
0016ea	Intel
0016eb	Intel
001708	HP
00170e	Cisco
00170f	Cisco
001731	ASUS
00173b	Cisco
00173f	Belkin
001759	Cisco
00175a	Cisco
001783	Texas Instruments
001787	Brother
001788	Philips Hue
001794	Cisco
001795	Cisco
00179a	D-Link
0017a4	HP
0017ab	Nintendo
0017c9	Samsung
0017d5	Samsung
0017df	Cisco
0017e0	Cisco
0017e3	Texas Instruments
0017e4	Texas Instruments
0017e5	Texas Instruments
0017e6	Texas Instruments
0017e7	Texas Instruments
0017e8	Texas Instruments
0017e9	Texas Instruments
0017ea	Texas Instruments
0017eb	Texas Instruments
0017ec	Texas Instruments
0017f2	Apple
0017fa	Microsoft
00180a	Cisco
001813	Sony
001818	Cisco
001819	Cisco
00182f	Texas Instruments
001830	Texas Instruments
001831	Texas Instruments
001832	Texas Instruments
001833	Texas Instruments
001834	Texas Instruments
001839	Cisco
00184d	Netgear
001868	Cisco
001871	HP
001873	Cisco
001874	Cisco
001882	Huawei
00188b	Dell
0018af	Samsung
0018b9	Cisco
0018ba	Cisco
0018de	Intel
0018f3	ASUS
0018f8	Cisco
0018fe	HP
001906	Cisco
001907	Cisco
00191d	Nintendo
00192f	Cisco
001930	Cisco
001947	Cisco
001955	Cisco
001956	Cisco
00195b	D-Link
001963	Sony
001987	Panasonic
00199d	Vizio
0019a9	Cisco
0019aa	Cisco
0019b9	Dell
0019bb	HP
0019c5	Sony
0019cb	Zyxel
0019d1	Intel
0019d2	Intel
0019e0	TP-Link
0019e3	Apple
0019e7	Cisco
0019e8	Cisco
0019ee	Arlo
0019fd	Nintendo
001a11	Google
001a1e	HP
001a2f	Cisco
001a30	Cisco
001a4b	HP
001a4f	AVM
001a6c	Cisco
001a6d	Cisco
001a70	Cisco
001a75	Sony
001a80	Sony
001a8a	Samsung
001a92	ASUS
001a95	Hisense
001aa0	Dell
001aa1	Cisco
001aa2	Cisco
001ab6	Texas Instruments
001ae2	Cisco
001ae3	Cisco
001ae9	Nintendo
001b0c	Cisco
001b0d	Cisco
001b11	D-Link
001b21	Intel
001b2a	Cisco
001b2b	Cisco
001b2f	Netgear
001b53	Cisco
001b54	Cisco
001b59	Sony
001b63	Apple
001b67	Cisco
001b77	Intel
001b78	HP
001b7a	Nintendo
001b8f	Cisco
001b90	Cisco
001b98	Samsung
001ba9	Brother
001bd3	Panasonic
001bd4	Cisco
001bd5	Cisco
001bd7	Cisco
001bea	Nintendo
001bfc	ASUS
001c0e	Cisco
001c0f	Cisco
001c10	Cisco
001c23	Dell
001c43	Samsung
001c4a	AVM
001c57	Cisco
001c58	Cisco
001c62	LG
001ca4	Sony
001cb0	Cisco
001cb1	Cisco
001cb3	Apple
001cbe	Nintendo
001cbf	Intel
001cc0	Intel
001cc4	HP
001cdf	Belkin
001cf0	D-Link
001cf6	Cisco
001cf9	Cisco
001d09	Dell
001d0d	Sony
001d0f	TP-Link
001d25	Samsung
001d28	Sony
001d45	Cisco
001d46	Cisco
001d4f	Apple
001d60	ASUS
001d70	Cisco
001d71	Cisco
001d7e	Cisco
001da1	Cisco
001da2	Cisco
001dba	Sony
001dbc	Nintendo
001dd8	Microsoft
001de0	Intel
001de1	Intel
001de5	Cisco
001de6	Cisco
001df6	Samsung
001e0b	HP
001e10	Huawei
001e13	Cisco
001e14	Cisco
001e1e	Honeywell
001e2a	Netgear
001e35	Nintendo
001e45	Sony
001e49	Cisco
001e4a	Cisco
001e4f	Dell
001e52	Apple
001e58	D-Link
001e64	Intel
001e65	Intel
001e67	Intel
001e6b	Cisco
001e75	LG
001e79	Cisco
001e7a	Cisco
001e7d	Samsung
001e8c	ASUS
001e8f	Canon
001ea9	Nintendo
001ebd	Cisco
001ebe	Cisco
001ec2	Apple
001ec9	Dell
001edc	Sony
001ee1	Samsung
001ee2	Samsung
001ee5	Cisco
001ef6	Cisco
001ef7	Cisco
001f26	Cisco
001f27	Cisco
001f29	HP
001f32	Nintendo
001f33	Netgear
001f3b	Intel
001f3c	Intel
001f3f	AVM
001f55	Honeywell
001f59	Acer
001f5b	Apple
001f6b	LG
001f6c	Cisco
001f6d	Cisco
001f9d	Cisco
001f9e	Cisco
001fa7	Sony
001fc5	Nintendo
001fc6	ASUS
001fc9	Cisco
001fca	Cisco
001fcc	Samsung
001fcd	Samsung
001fe3	LG
001fe4	Sony
001ff3	Apple
002004	Honeywell
00203d	Honeywell
00207b	Intel
0020d9	Panasonic
002119	Samsung
00211b	Cisco
00211c	Cisco
002127	TP-Link
002129	Cisco
002147	Nintendo
00214c	Samsung
002155	Cisco
002156	Cisco
00215a	HP
00215c	Intel
00215d	Intel
00216a	Intel
00216b	Intel
002170	Dell
002191	D-Link
00219b	Dell
00219e	Sony
0021a0	Cisco
0021a1	Cisco
0021ba	Texas Instruments
0021bd	Nintendo
0021be	Cisco
0021d1	Samsung
0021d2	Samsung
0021d7	Cisco
0021d8	Cisco
0021e8	Murata
0021e9	Apple
0021fb	LG
00220c	Cisco
00220d	Cisco
002215	ASUS
002219	Dell
00223a	Cisco
00223f	Netgear
002241	Apple
002243	AzureWave
002248	Microsoft
00224c	Nintendo
002255	Cisco
002256	Cisco
00225f	Liteon
002264	HP
00226a	Honeywell
00226b	Cisco
002275	Belkin
002290	Cisco
002291	Cisco
002298	Sony
0022a1	Huawei
0022a5	Texas Instruments
0022a9	LG
0022aa	Nintendo
0022b0	D-Link
0022bd	Cisco
0022be	Cisco
0022ce	Cisco
0022d7	Nintendo
0022fa	Intel
0022fb	Intel
002303	Liteon
002304	Cisco
002305	Cisco
002312	Apple
002314	Intel
002315	Intel
002331	Nintendo
002332	Apple
002333	Cisco
002334	Cisco
002339	Samsung
00233a	Samsung
002345	Sony
002354	ASUS
00235d	Cisco
00235e	Cisco
002369	Cisco
00236c	Apple
00237d	HP
002399	Samsung
0023ab	Cisco
0023ac	Cisco
0023ae	Dell
0023b6	Honeywell
0023be	Cisco
0023c2	Samsung
0023cc	Nintendo
0023cd	TP-Link
0023d4	Texas Instruments
0023d6	Samsung
0023d7	Samsung
0023df	Apple
0023ea	Cisco
0023eb	Cisco
0023f1	Sony
0023f8	Zyxel
002401	D-Link
002413	Cisco
002414	Cisco
00241e	Nintendo
002423	AzureWave
002436	Apple
002444	Nintendo
002450	Cisco
002451	Cisco
002454	Samsung
00246c	HP
002481	HP
002483	LG
00248c	ASUS
00248d	Sony
002490	Samsung
002491	Samsung
002497	Cisco
002498	Cisco
0024b2	Netgear
0024ba	Texas Instruments
0024be	Sony
0024c3	Cisco
0024c4	Cisco
0024d6	Intel
0024d7	Intel
0024e8	Dell
0024e9	Samsung
0024ef	Sony
0024f3	Nintendo
0024f7	Cisco
0024f9	Cisco
0024fe	AVM
002500	Apple
00252e	Cisco
002538	Samsung
002545	Cisco
002546	Cisco
00254b	Apple
002564	Dell
002566	Samsung
002567	Samsung
002568	Huawei
002583	Cisco
002584	Cisco
002586	TP-Link
00259c	Cisco
00259e	Huawei
0025a0	Nintendo
0025ae	Microsoft
0025b3	HP
0025b4	Cisco
0025b5	Cisco
0025bc	Apple
0025d3	AzureWave
0025e5	LG
0025e7	Sony
002608	Apple
00260a	Cisco
00260b	Cisco
002618	ASUS
002637	Samsung
00264a	Apple
002651	Cisco
002652	Cisco
002655	HP
002659	Nintendo
00265a	D-Link
00265d	Samsung
00265f	Samsung
002698	Cisco
002699	Cisco
0026ab	Epson
0026b0	Apple
0026b9	Dell
0026bb	Apple
0026c6	Intel
0026c7	Intel
0026ca	Cisco
0026cb	Cisco
0026e2	LG
0026e8	Murata
0026f2	Netgear
002709	Nintendo
00270c	Cisco
00270d	Cisco
00270e	Intel
002710	Intel
002719	TP-Link
002722	Ubiquiti
002790	Cisco
0027e3	Cisco
0028f8	Intel
0029c2	Cisco
002a10	Cisco
002a6a	Cisco
002b70	Samsung
002cc8	Cisco
002ec7	Huawei
002f5c	Cisco
003019	Cisco
003024	Cisco
003040	Cisco
003065	Apple
00306e	HP
003071	Cisco
003078	Cisco
00307b	Cisco
003080	Cisco
003085	Cisco
003094	Cisco
003096	Cisco
0030a3	Cisco
0030af	Honeywell
0030b6	Cisco
0030bd	Belkin
0030c1	HP
0030c4	Canon
0030f2	Cisco
003192	TP-Link
003217	Cisco
00337a	Tuya
0034da	LG
0034fe	Huawei
00351a	Cisco
0035ff	Texas Instruments
00376d	Murata
0038df	Cisco
003a7d	Cisco
003a98	Cisco
003a99	Cisco
003a9a	Cisco
003a9b	Cisco
003a9c	Cisco
003c10	Cisco
003cb7	AzureWave
003de1	Huawei
003de8	LG
003ee1	Apple
00400b	Cisco
004084	Honeywell
004096	Cisco
0041d2	Cisco
004238	Intel
00425a	Cisco
004268	Cisco
00451d	Cisco
00464b	Huawei
004b0d	Huawei
004b12	Espressif
004e01	Dell
004e35	HP
004f1a	Huawei
00500b	Cisco
00500f	Cisco
005014	Cisco
00502a	Cisco
00503e	Cisco
005040	Panasonic
005050	Cisco
005053	Cisco
005054	Cisco
005073	Cisco
005080	Cisco
005081	Murata
00508b	HP
0050a1	Arlo
0050a2	Cisco
0050a7	Cisco
0050b7	Bose
0050ba	D-Link
0050bd	Cisco
0050d1	Cisco
0050e2	Cisco
0050e4	Apple
0050f0	Cisco
0050f2	Microsoft
00562b	Cisco
00566d	Huawei
0056cd	Apple
0057c1	LG
0057d2	Cisco
005907	Lenovo
00596c	Cisco
0059dc	Cisco
005a13	Huawei
005b94	Apple
005d73	Cisco
005f67	TP-Link
005f86	Cisco
006009	Cisco
00602f	Cisco
00603e	Cisco
006047	Cisco
006057	Murata
00605c	Cisco
006067	Acer
006070	Cisco
006083	Cisco
0060b0	HP
006151	Huawei
006171	Apple
006201	Lenovo
0062ec	Cisco
006440	Cisco
006619	Huawei
00664b	Huawei
0066dc	Apple
00682b	Huawei
0068eb	HP
006b6f	Huawei
006b9e	Vizio
006bf1	Cisco
006cbc	Cisco
006d52	Apple
006f64	Samsung
007007	Espressif
007147	Amazon
007204	Samsung
007278	Cisco
0072ee	Intel
0073e0	Samsung
007686	Cisco
00778d	Cisco
007888	Cisco
007c2d	Samsung
007d3b	Samsung
007d60	Apple
007e95	Cisco
00805f	HP
008077	Brother
0080a0	HP
0080a7	Honeywell
0080c8	D-Link
0080f0	Panasonic
00812a	Apple
0081c4	Cisco
0081f9	Texas Instruments
008320	Huawei
00841e	Cisco
008621	Amazon
008701	Samsung
008731	Cisco
008764	Cisco
008865	Apple
008a55	Huawei
008a76	Apple
008a96	Cisco
008e73	Cisco
008ef2	Netgear
00900c	Cisco
009021	Cisco
009027	Intel
00902b	Cisco
009030	Honeywell
00905f	Cisco
00906d	Cisco
00906f	Cisco
009086	Cisco
009092	Cisco
0090a6	Cisco
0090ab	Cisco
0090b1	Cisco
0090bf	Cisco
0090d9	Cisco
0090f2	Cisco
00919e	Intel
009235	Apple
009337	Intel
0094ec	Huawei
0097f1	Apple
00991d	Huawei
009acd	Huawei
009ad2	Cisco
009c02	HP
009d6b	Murata
009e1e	Cisco
009ec8	Xiaomi
00a040	Apple
00a060	Acer
00a0c5	Zyxel
00a0c9	Intel
00a0cc	Liteon
00a0de	Yamaha
00a159	LG
00a289	Cisco
00a2ee	Cisco
00a38e	Cisco
00a3d1	Cisco
00a45f	Huawei
00a554	Intel
00a5bf	Cisco
00a6ca	Cisco
00a742	Cisco
00a91d	Huawei
00aa00	Intel
00aa01	Intel
00aa02	Intel
00aa6e	Cisco
00aa70	LG
00aafd	Texas Instruments
00ab48	eero
00ad24	D-Link
00add5	Huawei
00aefa	Murata
00af1f	Cisco
00b04a	Cisco
00b064	Cisco
00b08e	Cisco
00b0c2	Cisco
00b0d0	Dell
00b0e1	Cisco
00b1e3	Cisco
00b362	Apple
00b463	Ring
00b5d0	Samsung
00b670	Cisco
00b771	Cisco
00b8b3	Cisco
00b8b6	Lenovo
00bb1c	Huawei
00bb3a	Amazon
00bb60	Intel
00bbc1	Canon
00bc60	Cisco
00bc99	Hikvision
00bd3e	Vizio
00be3b	Huawei
00be43	Dell
00be75	Cisco
00bf61	Samsung
00bf77	Cisco
00c04f	Dell
00c08f	Panasonic
00c164	Cisco
00c1b1	Cisco
00c2c6	Intel
00c30a	Xiaomi
00c3f4	Samsung
00c585	Apple
00c610	Apple
00c84e	HP
00c88b	Cisco
00cae5	Cisco
00cc05	Huawei
00ccfc	Cisco
00cdfe	Apple
00d006	Cisco
00d058	Cisco
00d060	Panasonic
00d063	Cisco
00d079	Cisco
00d090	Cisco
00d097	Cisco
00d0b7	Intel
00d0ba	Cisco
00d0bb	Cisco
00d0bc	Cisco
00d0c0	Cisco
00d0d3	Cisco
00d0e4	Cisco
00d0ff	Cisco
00d49e	Intel
00d6fe	Cisco
00d76d	Intel
00d78f	Cisco
00d8a2	Huawei
00d9d1	Sony
00da55	Cisco
00db70	Apple
00dbdf	Intel
00defb	Cisco
00df1d	Cisco
00e014	Cisco
00e018	ASUS
00e01e	Cisco
00e034	Cisco
00e04c	Realtek
00e04f	Cisco
00e064	Samsung
00e08f	Cisco
00e091	LG
00e0a3	Cisco
00e0b0	Cisco
00e0f2	Arlo
00e0f7	Cisco
00e0f9	Cisco
00e0fc	Huawei
00e0fe	Cisco
00e12f	Huawei
00e16d	Cisco
00e18c	Intel
00e3b2	Samsung
00e406	Huawei
00e421	Sony
00e93a	AzureWave
00eabd	Cisco
00eb2d	Sony
00ebd5	Cisco
00ec0a	Xiaomi
00eeab	Cisco
00f28b	Cisco
00f361	Amazon
00f39f	Apple
00f46f	Samsung
00f48d	Liteon
00f4b9	Apple
00f5fd	Huawei
00f620	Google
00f663	Cisco
00f76f	Apple
00f7ad	Huawei
00f81c	Huawei
00f82c	Cisco
00f952	Huawei
00fa21	Samsung
00fade	Lenovo
00fc8b	Amazon
00fcba	Cisco
00fd22	Cisco
00fd45	HP
00fec8	Cisco
04006e	Google
04021f	Huawei
040312	Hikvision
0403d6	Nintendo
0404b8	Panasonic
040973	HP
040cce	Apple
040e3c	HP
040f66	TP-Link
04106b	Xiaomi
04137a	Apple
041471	Huawei
041552	Apple
04180f	Samsung
041892	Huawei
0418d6	Ubiquiti
041b6d	LG
041bba	Samsung
041c6c	Intel
041e64	Apple
04209a	Panasonic
042322	Texas Instruments
0425c5	Huawei
0425e8	Texas Instruments
042665	Apple
042728	Microsoft
042758	Huawei
04292e	Samsung
042ae2	Cisco
042ec1	Apple
0430fa	Cisco
04331f	Huawei
043389	Huawei
0433c2	Intel
0434cf	Apple
044169	GoPro
0441a5	Apple
04421a	ASUS
044665	Murata
044707	Texas Instruments
04489a	Apple
04495d	Huawei
044a6c	Huawei
044bb1	Huawei
044bed	Apple
044f4c	Huawei
0452c7	Bose
0452f3	Apple
045453	Apple
0455b8	Huawei
0456e5	Intel
045747	GoPro
045d4b	Sony
045fb9	Cisco
046273	Cisco
0463d0	Huawei
0464fa	Dell
046761	Xiaomi
046865	Apple
0469f8	Apple
046c59	Intel
046c9d	Cisco
046f00	LG
047295	Apple
0472ef	Apple
04749e	Huawei
047503	Huawei
0476b0	Cisco
047970	Huawei
0479b7	Texas Instruments
047a0b	Xiaomi
047aae	Huawei
04801a	Huawei
048308	Espressif
04885f	Huawei
048c16	Huawei
048c9a	Huawei
049226	ASUS
0499b9	Apple
0499bb	Apple
049d05	Apple
049fca	Huawei
04a151	Netgear
04a316	Texas Instruments
04a6c8	Intel
04a741	Cisco
04a81c	Huawei
04ae47	Xiaomi
04b0e7	Huawei
04b167	Xiaomi
04b1a1	Samsung
04b247	Espressif
04b429	Samsung
04b5b2	Apple
04b9e3	Samsung
04ba1c	Huawei
04ba8d	Samsung
04bad6	D-Link
04bc6d	Apple
04bd70	Huawei
04bd88	HP
04bd97	Cisco
04bdbf	Samsung
04be58	Huawei
04bf1b	Dell
04bf6d	Zyxel
04bfd5	Apple
04c06f	Huawei
04c1d8	Huawei
04c461	Murata
04c5a4	Cisco
04c807	Xiaomi
04c845	TP-Link
04c8b0	Google
04caed	Huawei
04cb01	Samsung
04ccbc	Huawei
04cf4b	Intel
04cf8c	Xiaomi
04d13a	Xiaomi
04d395	Lenovo
04d3b0	Intel
04d3b5	Huawei
04d3cf	Apple
04d4c4	ASUS
04d6aa	Samsung
04d9f5	ASUS
04dad2	Cisco
04db56	Apple
04e387	Cisco
04e451	Texas Instruments
04e4b6	Samsung
04e536	Apple
04e598	Xiaomi
04e795	Huawei
04e8b9	Intel
04ea56	Intel
04eb40	Cisco
04ecd8	Intel
04ed33	Intel
04ee03	Texas Instruments
04eecd	Hikvision
04f03e	Huawei
04f0ee	Intel
04f13e	Apple
04f169	Huawei
04f352	Huawei
04f778	Sony
04f7e4	Apple
04f938	Huawei
04f9f8	TP-Link
04fe31	Samsung
04fe7f	Cisco
04fe8d	Huawei
04ff08	Huawei
080007	Apple
080009	HP
080023	Panasonic
080028	Texas Instruments
080046	Sony
080205	Huawei
08023c	Samsung
08028e	Netgear
0804b4	Texas Instruments
080581	Roku
0808c2	Samsung
080fe5	Cisco
081093	Samsung
081196	Intel
0812a5	Amazon
08152f	Samsung
0816e3	Huawei
081735	Cisco
081814	HP
0819a6	Huawei
081afd	Huawei
081c6e	Xiaomi
081f71	TP-Link
081ff3	Cisco
0821ef	Samsung
0823c6	Huawei
08240b	Apple
082525	Xiaomi
082573	Apple
082697	Zyxel
08276b	Huawei
082cb6	Apple
082e36	Huawei
082e5f	HP
082fe9	Huawei
08318b	Huawei
0831a4	Huawei
08357d	Microsoft
0836c9	Netgear
08373d	Samsung
083a8d	Espressif
083af2	Espressif
083bc1	Hikvision
083d88	Samsung
083f21	Lenovo
0845d1	Cisco
084f0a	Huawei
084fa9	Cisco
084ff9	Cisco
085104	Huawei
085411	Hikvision
085700	TP-Link
0857fb	Amazon
085a11	D-Link
085bd6	Intel
085c1b	Huawei
085d53	Apple
08606e	ASUS
086202	Apple
086266	ASUS
086361	Huawei
08638a	Cisco
086518	Apple
086698	Apple
08674e	Hisense
086a0b	Cisco
086ac5	Intel
086ae5	Amazon
086d41	Apple
086e9c	Huawei
087045	Apple
087073	Huawei
08711c	Cisco
087190	Intel
087402	Apple
087808	Samsung
08798c	Huawei
087a4c	Huawei
087b0f	Amazon
087b87	Cisco
087c39	Amazon
087c43	Huawei
088039	Cisco
08849d	Amazon
08863b	Belkin
0887c7	Apple
088bc8	Google
088c2c	Samsung
088e90	Intel
088edc	Apple
089115	Amazon
0891a3	Amazon
089204	Dell
089272	Espressif
089356	Huawei
0894ec	Huawei
089542	Apple
0896ad	Cisco
0896d7	AVM
089707	Cisco
089734	HP
089bf1	eero
089df4	Intel
089e08	Google
089e84	Huawei
08a189	Hikvision
08a5df	Samsung
08a6bc	Amazon
08a6f7	Espressif
08a842	Huawei
08a95a	AzureWave
08aa55	Lenovo
08ad0a	Espressif
08aed6	Samsung
08b339	Xiaomi
08b3d6	Huawei
08b4b1	Google
08b4d2	Intel
08b61f	Espressif
08b738	Liteon
08ba5f	Hisense
08bd43	Netgear
08bfa0	Samsung
08bfb8	ASUS
08c021	Huawei
08c06c	Huawei
08c224	Amazon
08c5e1	Samsung
08c729	Apple
08c7b5	Apple
08cc27	Lenovo
08cc68	Cisco
08cc81	Hikvision
08cca7	Cisco
08d09f	Cisco
08d0b7	Hisense
08d1f9	Espressif
08d23e	Intel
08d40c	Intel
08d42b	Samsung
08d46a	LG
08d593	Texas Instruments
08d945	Huawei
08dd82	Huawei
08df1f	Bose
08e64b	Apple
08e689	Apple
08e7e5	Huawei
08e84f	Huawei
08eb21	Intel
08ebf6	Huawei
08eca9	Samsung
08ecf5	Cisco
08eded	Dahua
08ee8b	Samsung
08f01e	eero
08f1b3	Cisco
08f1ea	HP
08f3fb	Cisco
08f458	Huawei
08f4ab	Apple
08f4f0	Cisco
08f69c	Apple
08f8bc	Apple
08f9e0	Espressif
08fa28	Huawei
08fc88	Samsung
08fd0e	Samsung
08fd58	Huawei
08ff44	Apple
0c02bd	Samsung
0c07df	Xiaomi
0c07f3	Huawei
0c0adf	Texas Instruments
0c0e76	D-Link
0c0ecb	Huawei
0c1167	Cisco
0c1420	Samsung
0c1539	Apple
0c1563	Apple
0c1773	Huawei
0c184e	Huawei
0c19f8	Apple
0c1b7b	Microsoft
0c1c1a	eero
0c1c57	Texas Instruments
0c1daf	Xiaomi
0c2369	Honeywell
0c238d	Huawei
0c2643	Cisco
0c2724	Cisco
0c29ef	Dell
0c2c54	Huawei
0c2d71	Apple
0c2e57	Huawei
0c2fb0	Samsung
0c3021	Apple
0c31dc	Huawei
0c323a	Samsung
0c3526	Microsoft
0c37dc	Huawei
0c393d	eero
0c3b50	Apple
0c3e9f	Apple
0c413e	Microsoft
0c41e9	Huawei
0c43f9	Amazon
0c45ba	Huawei
0c47c9	Amazon
0c4885	LG
0c4b54	TP-Link
0c4bee	Texas Instruments
0c4de9	Apple
0c4ea0	Espressif
0c4f9b	Huawei
0c5101	Apple
0c517e	Apple
0c53b7	Apple
0c5415	Intel
0c61cf	Texas Instruments
0c659a	Panasonic
0c6743	Huawei
0c6803	Cisco
0c6ac4	Apple
0c6f8b	Apple
0c7043	Sony
0c704a	Huawei
0c715d	Samsung
0c7165	Lenovo
0c722c	TP-Link
0c74c2	Apple
0c75bd	Cisco
0c75d2	Hikvision
0c771a	Apple
0c7a15	Intel
0c7bc8	Cisco
0c7db0	Lenovo
0c7e24	Garmin
0c802f	Murata
0c8063	TP-Link
0c8268	TP-Link
0c8306	Huawei
0c839a	Huawei
0c8408	Huawei
0c8525	Cisco
0c85e1	Apple
